object,x,z,area,grade
Continuous asphalt network,250.0816,-74.5136,4.488042,0.1363196
Continuous asphalt network,247.8667,-78.19532,2.244067,0.1563933
Continuous asphalt network,248.5203,-76.37717,0.2805022,0.1773873
Continuous asphalt network,248.3723,-75.8352,0.2805129,0.1150878
Continuous asphalt network,248.9741,-76.35445,0.56103,0.132905
Continuous asphalt network,247.8346,-77.23553,0.5609842,0.1564056
Continuous asphalt network,247.9345,-76.33782,0.1402389,0.1564017
Continuous asphalt network,248.0504,-75.91998,0.1402393,0.170115
Continuous asphalt network,248.1404,-76.67087,0.2804893,0.1564041
Continuous asphalt network,250.2493,-71.75835,2.244035,0.1540151
Continuous asphalt network,251.3051,-72.25491,2.244051,0.1164874
Continuous asphalt network,249.2578,-73.18138,4.488008,0.1393547
Continuous asphalt network,245.1238,-81.62878,4.488075,0.155412
Continuous asphalt network,243.1407,-84.47486,4.48783,0.3151613
Continuous asphalt network,247.2167,-76.23637,0.1402478,0.154953
Continuous asphalt network,247.7205,-75.76481,0.07012105,0.1326374
Continuous asphalt network,247.4726,-76.12057,0.07011368,0.1108215
Continuous asphalt network,246.9108,-76.80105,0.2805198,0.1563782
Continuous asphalt network,247.3906,-75.60963,0.560998,0.1201595
Continuous asphalt network,245.9193,-78.22411,0.5610129,0.1563858
Continuous asphalt network,246.5809,-76.64588,0.1402395,0.1564536
Continuous asphalt network,246.9447,-75.87229,0.1402373,0.164441
Continuous asphalt network,246.531,-77.09475,0.2805155,0.1563853
Continuous asphalt network,248.2341,-73.64463,2.244035,0.1285324
Continuous asphalt network,246.3151,-78.4103,1.121968,0.1564087
Continuous asphalt network,247.1748,-76.92519,0.2805311,0.1563987
Continuous asphalt network,247.6046,-76.18263,0.07014094,0.1431652
Continuous asphalt network,247.8525,-75.82687,0.07014832,0.1578068
Continuous asphalt network,247.6126,-76.42258,0.1402593,0.156398
Continuous asphalt network,247.1908,-77.40509,0.5609927,0.156409
Continuous asphalt network,246.3472,-79.37008,2.244065,0.1563983
Continuous asphalt network,253.8554,-63.06268,4.488059,0.2454848
Continuous asphalt network,251.5825,-66.95332,0.1402559,0.426622
Continuous asphalt network,252.0862,-66.48176,0.07012913,0.4069331
Continuous asphalt network,251.8384,-66.83752,0.07011651,0.3998626
Continuous asphalt network,251.2766,-67.518,0.2805176,0.425458
Continuous asphalt network,251.8143,-66.11765,0.140259,0.4243974
Continuous asphalt network,252.0782,-66.24179,0.14025,0.2395025
Continuous asphalt network,251.5664,-66.47343,0.2805084,0.426516
Continuous asphalt network,250.285,-68.94103,0.5610353,0.4700903
Continuous asphalt network,251.0126,-67.39386,0.5610276,0.4678078
Continuous asphalt network,252.7158,-63.94374,0.2804981,0.2454665
Continuous asphalt network,252.1621,-64.86419,0.07012537,0.2442207
Continuous asphalt network,251.9142,-65.21996,0.07012059,0.5699506
Continuous asphalt network,252.402,-64.26849,0.1402568,0.2455294
Continuous asphalt network,253.1956,-62.75233,0.5609949,0.2454659
Continuous asphalt network,252.426,-64.98832,0.1402501,0.2454916
Continuous asphalt network,251.9222,-65.45989,0.07012503,0.2653751
Continuous asphalt network,252.1701,-65.10413,0.07012574,0.2629638
Continuous asphalt network,252.7319,-64.42364,0.28049,0.2454954
Continuous asphalt network,252.1942,-65.82397,0.1402381,0.2454853
Continuous asphalt network,251.9302,-65.69984,0.1402471,0.423808
Continuous asphalt network,252.442,-65.46822,0.2805094,0.2454987
Continuous asphalt network,256.0062,-57.46135,1.122053,0.2050899
Continuous asphalt network,254.8987,-59.30222,0.2804971,0.1963106
Continuous asphalt network,254.221,-60.40054,0.1402542,0.2280744
Continuous asphalt network,254.5849,-59.62695,0.1402491,0.264488
Continuous asphalt network,255.3785,-58.11079,0.560994,0.205087
Continuous asphalt network,257.0816,-54.66069,0.2805319,0.205031
Continuous asphalt network,256.4039,-55.75899,0.1402648,0.1675051
Continuous asphalt network,256.7677,-54.9854,0.1402633,0.2215677
Continuous asphalt network,257.5613,-53.46928,0.5610758,0.2145098
Continuous asphalt network,256.7339,-55.91419,1.122047,0.2122723
Continuous asphalt network,255.6165,-59.40364,0.280506,0.205075
Continuous asphalt network,255.2737,-59.83283,0.0701292,0.1864007
Continuous asphalt network,255.0547,-60.08413,0.03506534,0.1904029
Continuous asphalt network,255.1127,-59.87523,0.03506756,0.2410423
Continuous asphalt network,255.2946,-59.48841,0.1402493,0.2050764
Continuous asphalt network,254.419,-60.49364,0.2804801,0.2455046
Continuous asphalt network,254.9727,-59.5732,0.1402555,0.1749659
Continuous asphalt network,254.7618,-60.06445,0.07012232,0.2435773
Continuous asphalt network,254.9808,-59.81314,0.03506211,0.205093
Continuous asphalt network,254.9228,-60.02205,0.03505989,0.1508169
Continuous asphalt network,256.0383,-58.42115,1.12203,0.2050898
Continuous asphalt network,254.6989,-61.09767,1.12203,0.2454833
Continuous asphalt network,255.3846,-60.23929,0.2805164,0.2396062
Continuous asphalt network,255.8225,-59.73669,0.1402629,0.2064863
Continuous asphalt network,255.7065,-60.15453,0.1402627,0.1656785
Continuous asphalt network,255.3427,-60.92811,0.5610207,0.2454911
Continuous asphalt network,252.8861,-67.09412,0.2805043,0.1576731
Continuous asphalt network,252.7381,-66.55215,0.280512,0.2454653
Continuous asphalt network,253.3399,-67.07141,0.5610087,0.124548
Continuous asphalt network,252.2953,-67.87907,0.07012749,0.07096186
Continuous asphalt network,252.2213,-67.60809,0.07011978,0.2365041
Continuous asphalt network,252.5223,-67.86771,0.1402449,0.08909958
Continuous asphalt network,251.9525,-68.30825,0.1402552,0.1358228
Continuous asphalt network,252.0314,-67.75492,0.07012148,0.2885186
Continuous asphalt network,252.1054,-68.02591,0.07012919,0.1466138
Continuous asphalt network,252.3582,-66.84585,0.2804996,0.24545
Continuous asphalt network,252.6382,-67.44988,0.1402508,0.112661
Continuous asphalt network,252.3743,-67.32575,0.1402486,0.2326715
Continuous asphalt network,251.1847,-68.65568,0.03506171,0.4533625
Continuous asphalt network,251.1453,-68.93233,0.01753167,0.1775426
Continuous asphalt network,251.1083,-68.79685,0.01753192,0.4561284
Continuous asphalt network,251.0817,-68.48916,0.07012223,0.470012
Continuous asphalt network,251.4302,-68.71208,0.01753055,0.1325441
Continuous asphalt network,251.3932,-68.57659,0.01753549,0.3766136
Continuous asphalt network,251.5437,-68.7064,0.03506242,0.1327002
Continuous asphalt network,251.2587,-68.92666,0.03506467,0.1326772
Continuous asphalt network,251.2982,-68.65001,0.01753577,0.3766834
Continuous asphalt network,251.3352,-68.7855,0.01753083,0.132731
Continuous asphalt network,250.8419,-69.08488,0.03506681,0.475737
Continuous asphalt network,250.9739,-69.14693,0.0350631,0.1784659
Continuous asphalt network,250.689,-69.3672,0.03506969,0.252806
Continuous asphalt network,250.7469,-69.15829,0.03506738,0.2688231
Continuous asphalt network,250.8918,-68.636,0.07012448,0.4699919
Continuous asphalt network,251.0133,-68.87028,0.01752882,0.470128
Continuous asphalt network,251.0503,-69.00576,0.01752857,0.19799
Continuous asphalt network,250.8999,-68.87595,0.03506308,0.4701333
Continuous asphalt network,250.3011,-69.42094,0.5609963,0.4017424
Continuous asphalt network,251.5405,-67.64214,0.2805184,0.4009416
Continuous asphalt network,251.9703,-66.89959,0.07011577,0.2460312
Continuous asphalt network,252.2182,-66.54383,0.07012839,0.2455588
Continuous asphalt network,251.9783,-67.13953,0.1402519,0.4015057
Continuous asphalt network,251.4616,-68.19544,0.0701342,0.4350567
Continuous asphalt network,251.6016,-68.49747,0.03506393,0.1217154
Continuous asphalt network,251.4696,-68.43541,0.03506938,0.3718061
Continuous asphalt network,251.2347,-68.2068,0.1402562,0.4679143
Continuous asphalt network,251.8045,-67.76627,0.1402578,0.4336836
Continuous asphalt network,251.7255,-68.3196,0.07013237,0.2487264
Continuous asphalt network,251.6515,-68.0486,0.07013336,0.4351501
Continuous asphalt network,254.1514,-64.14661,2.243976,0.2454859
Continuous asphalt network,253.4978,-65.96478,0.280512,0.2455125
Continuous asphalt network,253.6458,-66.50674,0.2805043,0.1234315
Continuous asphalt network,253.0439,-65.98748,0.5610241,0.2454696
Continuous asphalt network,254.1835,-65.1064,0.5609906,0.2455185
Continuous asphalt network,254.0256,-66.21304,0.2804936,0.1234298
Continuous asphalt network,253.8776,-65.67107,0.2805013,0.2455148
Continuous asphalt network,251.7688,-70.5836,2.244039,0.116488
Continuous asphalt network,250.713,-70.08704,2.244023,0.1540155
Continuous asphalt network,252.6123,-68.61859,1.122018,0.08730584
Continuous asphalt network,253.4879,-67.61338,0.5610308,0.07715209
Continuous asphalt network,253.2561,-68.44904,0.5610337,0.09371509
Continuous asphalt network,252.5285,-69.99622,2.244046,0.08924062
Continuous asphalt network,247.2353,-82.62189,8.97605,0.1158175
Continuous asphalt network,244.3444,-85.51339,1.122065,0.1174496
Continuous asphalt network,243.5847,-86.10077,1.12208,0.1688733
Continuous asphalt network,242.4451,-86.98183,2.244086,0.1793775
Continuous asphalt network,245.4198,-82.71272,2.24412,0.1446504
Continuous asphalt network,244.9561,-84.38403,2.244068,0.1174788
Continuous asphalt network,249.1542,-77.85622,4.488043,0.1536128
Continuous asphalt network,251.3692,-74.1745,2.244042,0.13277
Continuous asphalt network,250.6576,-76.20158,0.1402538,0.138953
Continuous asphalt network,250.7736,-75.78376,0.1402553,0.1589599
Continuous asphalt network,250.8636,-76.53463,0.2804966,0.1506009
Continuous asphalt network,250.0718,-76.16221,0.2805041,0.1563087
Continuous asphalt network,250.5096,-75.65961,0.1402566,0.1326683
Continuous asphalt network,250.3937,-76.07745,0.1402552,0.1118264
Continuous asphalt network,251.4013,-75.1343,0.5609936,0.1326627
Continuous asphalt network,251.2435,-76.24093,0.2804921,0.1887249
Continuous asphalt network,251.0955,-75.69897,0.2804998,0.1231462
Continuous asphalt network,249.2184,-79.77582,8.976121,0.115695
Continuous asphalt network,245.0845,-88.22321,4.488103,0.105651
Continuous asphalt network,246.2043,-90.63938,2.244042,0.06590396
Continuous asphalt network,245.1486,-90.14282,2.244069,0.09869798
Continuous asphalt network,242.5093,-88.90143,4.487987,0.1793822
Continuous asphalt network,243.8807,-87.1847,1.121994,0.1561433
Continuous asphalt network,244.6405,-86.59731,1.121979,0.102309
Continuous asphalt network,243.7969,-88.56232,2.244037,0.1504333
Continuous asphalt network,247.8273,-84.78976,8.976085,0.1021821
Continuous asphalt network,247.1959,-89.21633,4.488014,0.08047435
Continuous asphalt network,246.6039,-87.04846,4.488067,0.1022998
Continuous asphalt network,172.8323,-140.6219,0.8113726,0.1408086
Continuous asphalt network,172.6915,-139.8374,0.8113713,0.05184558
Continuous asphalt network,173.8015,-140.899,1.622788,0.1408117
Continuous asphalt network,171.3301,-141.2157,0.2028345,0.1715993
Continuous asphalt network,171.1297,-140.7398,0.1014248,0.2059597
Continuous asphalt network,171.3896,-140.9071,0.1014214,0.1715886
Continuous asphalt network,171.8146,-141.3542,0.4056639,0.1793813
Continuous asphalt network,170.6913,-141.4982,0.2028558,0.1268904
Continuous asphalt network,170.2419,-141.5557,0.2028737,0.178677
Continuous asphalt network,170.8103,-140.881,0.2028456,0.1903785
Continuous asphalt network,170.8807,-141.2733,0.2028456,0.2270739
Continuous asphalt network,171.6981,-140.065,0.1014193,0.219816
Continuous asphalt network,171.958,-140.2324,0.1014219,0.1699111
Continuous asphalt network,171.3787,-140.2063,0.20287,0.2035179
Continuous asphalt network,171.947,-139.5316,0.2028406,0.1370542
Continuous asphalt network,172.1474,-140.0075,0.1014187,0.04902891
Continuous asphalt network,171.8875,-139.8401,0.1014161,0.1685808
Continuous asphalt network,172.1935,-140.9044,0.4056835,0.1532978
Continuous asphalt network,171.5791,-140.6822,0.1014204,0.1715899
Continuous asphalt network,171.3192,-140.5149,0.1014237,0.205956
Continuous asphalt network,171.8985,-140.541,0.2028289,0.1486022
Continuous asphalt network,173.7578,-138.0957,3.245528,0.02586852
Continuous asphalt network,174.4888,-139.6072,0.8113887,0.05325066
Continuous asphalt network,174.6297,-140.3916,0.8113605,0.130139
Continuous asphalt network,173.5198,-139.3301,1.622719,0.01748475
Continuous asphalt network,174.6029,-142.8026,3.245503,0.1408026
Continuous asphalt network,175.2392,-144.4265,0.101418,0.1407993
Continuous asphalt network,175.4991,-144.5938,0.1014206,0.1360675
Continuous asphalt network,174.9198,-144.5677,0.2028523,0.1408017
Continuous asphalt network,175.4882,-143.893,0.2028488,0.1408162
Continuous asphalt network,175.6886,-144.3689,0.1014263,0.1360676
Continuous asphalt network,175.4287,-144.2016,0.1014237,0.1408088
Continuous asphalt network,175.7347,-145.2658,0.4056816,0.1441984
Continuous asphalt network,175.1202,-145.0436,0.1014187,0.1492019
Continuous asphalt network,174.8603,-144.8763,0.1014248,0.14079
Continuous asphalt network,175.4396,-144.9024,0.2028179,0.1313466
Continuous asphalt network,174.3648,-144.0369,1.622763,0.140811
Continuous asphalt network,172.2858,-142.6983,1.622706,0.1562385
Continuous asphalt network,170.7969,-142.0865,0.8113866,0.1919598
Continuous asphalt network,171.6956,-141.9714,0.8113238,0.15203
Continuous asphalt network,173.5634,-142.1333,3.245548,0.140803
Continuous asphalt network,-196.8978,35.67038,36.22897,0
Continuous asphalt network,225.8333,-126.4003,7.824325,0.127264
Continuous asphalt network,226.301,-123.351,7.824246,0.1422002
Continuous asphalt network,223.0283,-131.6769,0.9780474,0.1362776
Continuous asphalt network,222.2603,-132.9668,0.9780758,0.1470291
Continuous asphalt network,222.8781,-130.7972,1.956028,0.1071185
Continuous asphalt network,221.1083,-134.9015,0.9780396,0.147037
Continuous asphalt network,220.2818,-136.5725,0.2444795,0.1470397
Continuous asphalt network,219.8978,-137.2174,0.2444983,0.3020707
Continuous asphalt network,220.5907,-135.4877,0.4889674,0.147035
Continuous asphalt network,221.5926,-132.6732,0.4890099,0.1326745
Continuous asphalt network,222.0935,-131.266,0.4889889,0.1219054
Continuous asphalt network,221.6092,-133.4943,0.9780262,0.1470392
Continuous asphalt network,224.2308,-125.6958,3.911969,0.1370104
Continuous asphalt network,223.7631,-128.7451,3.912045,0.1068032
Continuous asphalt network,218.4202,-139.4159,0.9780431,0.269307
Continuous asphalt network,217.6521,-140.7057,0.9780133,0.2739766
Continuous asphalt network,218.27,-138.5361,1.956066,0.2580093
Continuous asphalt network,216.5001,-142.6404,0.9779643,0.2844085
Continuous asphalt network,215.6444,-144.502,0.1222344,0.1181094
Continuous asphalt network,215.7029,-144.1208,0.1222448,0.2702686
Continuous asphalt network,215.1644,-145.3081,0.1222353,0.08867104
Continuous asphalt network,215.4441,-144.4139,0.06112039,0.3819757
Continuous asphalt network,215.3856,-144.7951,0.06111231,0.08626279
Continuous asphalt network,215.9826,-143.2266,0.48896,0.2696416
Continuous asphalt network,216.9844,-140.4122,0.4890266,0.2619375
Continuous asphalt network,217.4853,-139.0049,0.4890184,0.2579978
Continuous asphalt network,217.0011,-141.2332,0.977965,0.2842075
Continuous asphalt network,214.1961,-146.5099,0.9780109,0.1411843
Continuous asphalt network,213.428,-147.7997,0.9780686,0.03776518
Continuous asphalt network,212.2175,-150.1156,0.2444996,0.1082485
Continuous asphalt network,211.8335,-150.7605,0.2444607,0.06945827
Continuous asphalt network,211.2575,-151.7279,0.4890294,0.06946992
Continuous asphalt network,212.9104,-148.3859,0.9780228,0.1055325
Continuous asphalt network,215.4484,-142.9918,0.9780825,0.2849416
Continuous asphalt network,216.6506,-140.2654,0.2444926,0.261263
Continuous asphalt network,217.285,-138.9169,0.2444954,0.2580351
Continuous asphalt network,216.4669,-140.9984,0.4890438,0.2834896
Continuous asphalt network,214.7554,-144.7215,0.4889806,0.2849192
Continuous asphalt network,214.6385,-145.4838,0.4890062,0.1415803
Continuous asphalt network,215.7155,-143.1092,0.4890416,0.2849782
Continuous asphalt network,215.2813,-144.5458,0.1222696,0.1835065
Continuous asphalt network,215.0308,-145.2494,0.1222779,0.1816555
Continuous asphalt network,215.273,-144.1353,0.2445272,0.2849743
Continuous asphalt network,221.8098,-130.3276,0.9780142,0.1423721
Continuous asphalt network,220.7913,-132.3211,0.4890231,0.1152533
Continuous asphalt network,221.2922,-130.9138,0.4890353,0.1068321
Continuous asphalt network,219.2552,-134.9007,0.978034,0.2103308
Continuous asphalt network,220.7747,-131.5,0.4890386,0.0107334
Continuous asphalt network,220.2737,-132.9072,0.4890034,0.2133571
